Source Name	Comment[ENA_SAMPLE]	Comment[BioSD_SAMPLE]	Characteristics[organism]	Characteristics[strain]	Characteristics[sex]	Characteristics[genotype]	Characteristics[individual]	Characteristics[developmental stage]	Characteristics[organism part]	Characteristics[sampling site]	Material Type	Protocol REF	Protocol REF	Protocol REF	Extract Name	Material Type	Comment[LIBRARY_LAYOUT]	Comment[LIBRARY_SELECTION]	Comment[LIBRARY_SOURCE]	Comment[LIBRARY_STRAND]	Comment[LIBRARY_STRATEGY]	Comment[NOMINAL_LENGTH]	Comment[NOMINAL_SDEV]	Protocol REF	Performer	Assay Name	Technology Type	Comment[ENA_EXPERIMENT]	Scan Name	Comment[SUBMITTED_FILE_NAME]	Comment[ENA_RUN]	Comment[FASTQ_URI]	Factor Value[developmental stage]	Factor Value[sampling site]
E11.5 9.4 D	ERS4932191	SAMEA7171747	Mus musculus	C57BL/6	not available	wild type genotype	9.4	embryonic day 11.5	eye primordium	dorsal optic cup	organism part	P-MTAB-99917	P-MTAB-99918	P-MTAB-99919	E11.5 9.4 D	RNA	PAIRED	PolyA	TRANSCRIPTOMIC	not applicable	RNA-Seq	130	75	P-MTAB-99920	UCL Genomics	E11.5 9.4 D	sequencing assay	ERX4377239	E11-5-9-4D_S6_L003_R2_001.fastq.gz	E11-5-9-4D_S6_L003_R2_001.fastq.gz	ERR4436714	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR443/004/ERR4436714/ERR4436714_2.fastq.gz	embryonic day 11.5	dorsal optic cup
E11.5 9.4 D	ERS4932191	SAMEA7171747	Mus musculus	C57BL/6	not available	wild type genotype	9.4	embryonic day 11.5	eye primordium	dorsal optic cup	organism part	P-MTAB-99917	P-MTAB-99918	P-MTAB-99919	E11.5 9.4 D	RNA	PAIRED	PolyA	TRANSCRIPTOMIC	not applicable	RNA-Seq	130	75	P-MTAB-99920	UCL Genomics	E11.5 9.4 D	sequencing assay	ERX4377239	E11-5-9-4D_S6_L004_R1_001.fastq.gz	E11-5-9-4D_S6_L004_R1_001.fastq.gz	ERR4436715	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR443/005/ERR4436715/ERR4436715_1.fastq.gz	embryonic day 11.5	dorsal optic cup
E11.5 9.4 D	ERS4932191	SAMEA7171747	Mus musculus	C57BL/6	not available	wild type genotype	9.4	embryonic day 11.5	eye primordium	dorsal optic cup	organism part	P-MTAB-99917	P-MTAB-99918	P-MTAB-99919	E11.5 9.4 D	RNA	PAIRED	PolyA	TRANSCRIPTOMIC	not applicable	RNA-Seq	130	75	P-MTAB-99920	UCL Genomics	E11.5 9.4 D	sequencing assay	ERX4377239	E11-5-9-4D_S6_L004_R2_001.fastq.gz	E11-5-9-4D_S6_L004_R2_001.fastq.gz	ERR4436715	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR443/005/ERR4436715/ERR4436715_2.fastq.gz	embryonic day 11.5	dorsal optic cup
E11.5 9.4 V	ERS4932192	SAMEA7171748	Mus musculus	C57BL/6	not available	wild type genotype	9.4	embryonic day 11.5	eye primordium	optic fissure margins	organism part	P-MTAB-99917	P-MTAB-99918	P-MTAB-99919	E11.5 9.4 V	RNA	PAIRED	PolyA	TRANSCRIPTOMIC	not applicable	RNA-Seq	130	75	P-MTAB-99920	UCL Genomics	E11.5 9.4 V	sequencing assay	ERX4377240	E11-5-9-4V_S5_L001_R1_001.fastq.gz	E11-5-9-4V_S5_L001_R1_001.fastq.gz	ERR4436716	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR443/006/ERR4436716/ERR4436716_1.fastq.gz	embryonic day 11.5	optic fissure margins
E11.5 9.4 V	ERS4932192	SAMEA7171748	Mus musculus	C57BL/6	not available	wild type genotype	9.4	embryonic day 11.5	eye primordium	optic fissure margins	organism part	P-MTAB-99917	P-MTAB-99918	P-MTAB-99919	E11.5 9.4 V	RNA	PAIRED	PolyA	TRANSCRIPTOMIC	not applicable	RNA-Seq	130	75	P-MTAB-99920	UCL Genomics	E11.5 9.4 V	sequencing assay	ERX4377240	E11-5-9-4V_S5_L001_R2_001.fastq.gz	E11-5-9-4V_S5_L001_R2_001.fastq.gz	ERR4436716	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR443/006/ERR4436716/ERR4436716_2.fastq.gz	embryonic day 11.5	optic fissure margins
E11.5 9.4 V	ERS4932192	SAMEA7171748	Mus musculus	C57BL/6	not available	wild type genotype	9.4	embryonic day 11.5	eye primordium	optic fissure margins	organism part	P-MTAB-99917	P-MTAB-99918	P-MTAB-99919	E11.5 9.4 V	RNA	PAIRED	PolyA	TRANSCRIPTOMIC	not applicable	RNA-Seq	130	75	P-MTAB-99920	UCL Genomics	E11.5 9.4 V	sequencing assay	ERX4377240	E11-5-9-4V_S5_L002_R1_001.fastq.gz	E11-5-9-4V_S5_L002_R1_001.fastq.gz	ERR4436717	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR443/007/ERR4436717/ERR4436717_1.fastq.gz	embryonic day 11.5	optic fissure margins
E11.5 9.4 V	ERS4932192	SAMEA7171748	Mus musculus	C57BL/6	not available	wild type genotype	9.4	embryonic day 11.5	eye primordium	optic fissure margins	organism part	P-MTAB-99917	P-MTAB-99918	P-MTAB-99919	E11.5 9.4 V	RNA	PAIRED	PolyA	TRANSCRIPTOMIC	not applicable	RNA-Seq	130	75	P-MTAB-99920	UCL Genomics	E11.5 9.4 V	sequencing assay	ERX4377240	E11-5-9-4V_S5_L002_R2_001.fastq.gz	E11-5-9-4V_S5_L002_R2_001.fastq.gz	ERR4436717	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR443/007/ERR4436717/ERR4436717_2.fastq.gz	embryonic day 11.5	optic fissure margins
E11.5 9.4 V	ERS4932192	SAMEA7171748	Mus musculus	C57BL/6	not available	wild type genotype	9.4	embryonic day 11.5	eye primordium	optic fissure margins	organism part	P-MTAB-99917	P-MTAB-99918	P-MTAB-99919	E11.5 9.4 V	RNA	PAIRED	PolyA	TRANSCRIPTOMIC	not applicable	RNA-Seq	130	75	P-MTAB-99920	UCL Genomics	E11.5 9.4 V	sequencing assay	ERX4377240	E11-5-9-4V_S5_L003_R1_001.fastq.gz	E11-5-9-4V_S5_L003_R1_001.fastq.gz	ERR4436718	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR443/008/ERR4436718/ERR4436718_1.fastq.gz	embryonic day 11.5	optic fissure margins
E11.5 9.4 V	ERS4932192	SAMEA7171748	Mus musculus	C57BL/6	not available	wild type genotype	9.4	embryonic day 11.5	eye primordium	optic fissure margins	organism part	P-MTAB-99917	P-MTAB-99918	P-MTAB-99919	E11.5 9.4 V	RNA	PAIRED	PolyA	TRANSCRIPTOMIC	not applicable	RNA-Seq	130	75	P-MTAB-99920	UCL Genomics	E11.5 9.4 V	sequencing assay	ERX4377240	E11-5-9-4V_S5_L003_R2_001.fastq.gz	E11-5-9-4V_S5_L003_R2_001.fastq.gz	ERR4436718	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR443/008/ERR4436718/ERR4436718_2.fastq.gz	embryonic day 11.5	optic fissure margins
E11.5 9.4 V	ERS4932192	SAMEA7171748	Mus musculus	C57BL/6	not available	wild type genotype	9.4	embryonic day 11.5	eye primordium	optic fissure margins	organism part	P-MTAB-99917	P-MTAB-99918	P-MTAB-99919	E11.5 9.4 V	RNA	PAIRED	PolyA	TRANSCRIPTOMIC	not applicable	RNA-Seq	130	75	P-MTAB-99920	UCL Genomics	E11.5 9.4 V	sequencing assay	ERX4377240	E11-5-9-4V_S5_L004_R1_001.fastq.gz	E11-5-9-4V_S5_L004_R1_001.fastq.gz	ERR4436719	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR443/009/ERR4436719/ERR4436719_1.fastq.gz	embryonic day 11.5	optic fissure margins
E11.5 9.4 V	ERS4932192	SAMEA7171748	Mus musculus	C57BL/6	not available	wild type genotype	9.4	embryonic day 11.5	eye primordium	optic fissure margins	organism part	P-MTAB-99917	P-MTAB-99918	P-MTAB-99919	E11.5 9.4 V	RNA	PAIRED	PolyA	TRANSCRIPTOMIC	not applicable	RNA-Seq	130	75	P-MTAB-99920	UCL Genomics	E11.5 9.4 V	sequencing assay	ERX4377240	E11-5-9-4V_S5_L004_R2_001.fastq.gz	E11-5-9-4V_S5_L004_R2_001.fastq.gz	ERR4436719	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR443/009/ERR4436719/ERR4436719_2.fastq.gz	embryonic day 11.5	optic fissure margins
E12.5 3.4 D	ERS4932193	SAMEA7171749	Mus musculus	C57BL/6	not available	wild type genotype	3.4	embryonic day 12.5	eye primordium	dorsal optic cup	organism part	P-MTAB-99917	P-MTAB-99918	P-MTAB-99919	E12.5 3.4 D	RNA	PAIRED	PolyA	TRANSCRIPTOMIC	not applicable	RNA-Seq	130	75	P-MTAB-99920	UCL Genomics	E12.5 3.4 D	sequencing assay	ERX4377241	UCLGNS1237-4-3-4D_S10_L001_R1_001.fastq.gz	UCLGNS1237-4-3-4D_S10_L001_R1_001.fastq.gz	ERR4436720	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR443/000/ERR4436720/ERR4436720_1.fastq.gz	embryonic day 12.5	dorsal optic cup
E12.5 3.4 D	ERS4932193	SAMEA7171749	Mus musculus	C57BL/6	not available	wild type genotype	3.4	embryonic day 12.5	eye primordium	dorsal optic cup	organism part	P-MTAB-99917	P-MTAB-99918	P-MTAB-99919	E12.5 3.4 D	RNA	PAIRED	PolyA	TRANSCRIPTOMIC	not applicable	RNA-Seq	130	75	P-MTAB-99920	UCL Genomics	E12.5 3.4 D	sequencing assay	ERX4377241	UCLGNS1237-4-3-4D_S10_L001_R2_001.fastq.gz	UCLGNS1237-4-3-4D_S10_L001_R2_001.fastq.gz	ERR4436720	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR443/000/ERR4436720/ERR4436720_2.fastq.gz	embryonic day 12.5	dorsal optic cup
E12.5 3.4 D	ERS4932193	SAMEA7171749	Mus musculus	C57BL/6	not available	wild type genotype	3.4	embryonic day 12.5	eye primordium	dorsal optic cup	organism part	P-MTAB-99917	P-MTAB-99918	P-MTAB-99919	E12.5 3.4 D	RNA	PAIRED	PolyA	TRANSCRIPTOMIC	not applicable	RNA-Seq	130	75	P-MTAB-99920	UCL Genomics	E12.5 3.4 D	sequencing assay	ERX4377241	UCLGNS1237-4-3-4D_S10_L002_R1_001.fastq.gz	UCLGNS1237-4-3-4D_S10_L002_R1_001.fastq.gz	ERR4436721	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR443/001/ERR4436721/ERR4436721_1.fastq.gz	embryonic day 12.5	dorsal optic cup
E12.5 3.4 D	ERS4932193	SAMEA7171749	Mus musculus	C57BL/6	not available	wild type genotype	3.4	embryonic day 12.5	eye primordium	dorsal optic cup	organism part	P-MTAB-99917	P-MTAB-99918	P-MTAB-99919	E12.5 3.4 D	RNA	PAIRED	PolyA	TRANSCRIPTOMIC	not applicable	RNA-Seq	130	75	P-MTAB-99920	UCL Genomics	E12.5 3.4 D	sequencing assay	ERX4377241	UCLGNS1237-4-3-4D_S10_L002_R2_001.fastq.gz	UCLGNS1237-4-3-4D_S10_L002_R2_001.fastq.gz	ERR4436721	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR443/001/ERR4436721/ERR4436721_2.fastq.gz	embryonic day 12.5	dorsal optic cup
E12.5 3.4 D	ERS4932193	SAMEA7171749	Mus musculus	C57BL/6	not available	wild type genotype	3.4	embryonic day 12.5	eye primordium	dorsal optic cup	organism part	P-MTAB-99917	P-MTAB-99918	P-MTAB-99919	E12.5 3.4 D	RNA	PAIRED	PolyA	TRANSCRIPTOMIC	not applicable	RNA-Seq	130	75	P-MTAB-99920	UCL Genomics	E12.5 3.4 D	sequencing assay	ERX4377241	UCLGNS1237-4-3-4D_S10_L003_R1_001.fastq.gz	UCLGNS1237-4-3-4D_S10_L003_R1_001.fastq.gz	ERR4436722	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR443/002/ERR4436722/ERR4436722_1.fastq.gz	embryonic day 12.5	dorsal optic cup
E12.5 3.4 D	ERS4932193	SAMEA7171749	Mus musculus	C57BL/6	not available	wild type genotype	3.4	embryonic day 12.5	eye primordium	dorsal optic cup	organism part	P-MTAB-99917	P-MTAB-99918	P-MTAB-99919	E12.5 3.4 D	RNA	PAIRED	PolyA	TRANSCRIPTOMIC	not applicable	RNA-Seq	130	75	P-MTAB-99920	UCL Genomics	E12.5 3.4 D	sequencing assay	ERX4377241	UCLGNS1237-4-3-4D_S10_L003_R2_001.fastq.gz	UCLGNS1237-4-3-4D_S10_L003_R2_001.fastq.gz	ERR4436722	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR443/002/ERR4436722/ERR4436722_2.fastq.gz	embryonic day 12.5	dorsal optic cup
E12.5 3.4 D	ERS4932193	SAMEA7171749	Mus musculus	C57BL/6	not available	wild type genotype	3.4	embryonic day 12.5	eye primordium	dorsal optic cup	organism part	P-MTAB-99917	P-MTAB-99918	P-MTAB-99919	E12.5 3.4 D	RNA	PAIRED	PolyA	TRANSCRIPTOMIC	not applicable	RNA-Seq	130	75	P-MTAB-99920	UCL Genomics	E12.5 3.4 D	sequencing assay	ERX4377241	UCLGNS1237-4-3-4D_S10_L004_R1_001.fastq.gz	UCLGNS1237-4-3-4D_S10_L004_R1_001.fastq.gz	ERR4436723	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR443/003/ERR4436723/ERR4436723_1.fastq.gz	embryonic day 12.5	dorsal optic cup
E12.5 3.4 D	ERS4932193	SAMEA7171749	Mus musculus	C57BL/6	not available	wild type genotype	3.4	embryonic day 12.5	eye primordium	dorsal optic cup	organism part	P-MTAB-99917	P-MTAB-99918	P-MTAB-99919	E12.5 3.4 D	RNA	PAIRED	PolyA	TRANSCRIPTOMIC	not applicable	RNA-Seq	130	75	P-MTAB-99920	UCL Genomics	E12.5 3.4 D	sequencing assay	ERX4377241	UCLGNS1237-4-3-4D_S10_L004_R2_001.fastq.gz	UCLGNS1237-4-3-4D_S10_L004_R2_001.fastq.gz	ERR4436723	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR443/003/ERR4436723/ERR4436723_2.fastq.gz	embryonic day 12.5	dorsal optic cup
E12.5 3.4 V	ERS4932194	SAMEA7171750	Mus musculus	C57BL/6	not available	wild type genotype	3.4	embryonic day 12.5	eye primordium	optic fissure margins	organism part	P-MTAB-99917	P-MTAB-99918	P-MTAB-99919	E12.5 3.4 V	RNA	PAIRED	PolyA	TRANSCRIPTOMIC	not applicable	RNA-Seq	130	75	P-MTAB-99920	UCL Genomics	E12.5 3.4 V	sequencing assay	ERX4377242	UCLGNS1237-3-3-4V_S9_L001_R1_001.fastq.gz	UCLGNS1237-3-3-4V_S9_L001_R1_001.fastq.gz	ERR4436724	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR443/004/ERR4436724/ERR4436724_1.fastq.gz	embryonic day 12.5	optic fissure margins
E12.5 3.4 V	ERS4932194	SAMEA7171750	Mus musculus	C57BL/6	not available	wild type genotype	3.4	embryonic day 12.5	eye primordium	optic fissure margins	organism part	P-MTAB-99917	P-MTAB-99918	P-MTAB-99919	E12.5 3.4 V	RNA	PAIRED	PolyA	TRANSCRIPTOMIC	not applicable	RNA-Seq	130	75	P-MTAB-99920	UCL Genomics	E12.5 3.4 V	sequencing assay	ERX4377242	UCLGNS1237-3-3-4V_S9_L001_R2_001.fastq.gz	UCLGNS1237-3-3-4V_S9_L001_R2_001.fastq.gz	ERR4436724	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR443/004/ERR4436724/ERR4436724_2.fastq.gz	embryonic day 12.5	optic fissure margins
E12.5 3.4 V	ERS4932194	SAMEA7171750	Mus musculus	C57BL/6	not available	wild type genotype	3.4	embryonic day 12.5	eye primordium	optic fissure margins	organism part	P-MTAB-99917	P-MTAB-99918	P-MTAB-99919	E12.5 3.4 V	RNA	PAIRED	PolyA	TRANSCRIPTOMIC	not applicable	RNA-Seq	130	75	P-MTAB-99920	UCL Genomics	E12.5 3.4 V	sequencing assay	ERX4377242	UCLGNS1237-3-3-4V_S9_L002_R1_001.fastq.gz	UCLGNS1237-3-3-4V_S9_L002_R1_001.fastq.gz	ERR4436725	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR443/005/ERR4436725/ERR4436725_1.fastq.gz	embryonic day 12.5	optic fissure margins
E12.5 3.4 V	ERS4932194	SAMEA7171750	Mus musculus	C57BL/6	not available	wild type genotype	3.4	embryonic day 12.5	eye primordium	optic fissure margins	organism part	P-MTAB-99917	P-MTAB-99918	P-MTAB-99919	E12.5 3.4 V	RNA	PAIRED	PolyA	TRANSCRIPTOMIC	not applicable	RNA-Seq	130	75	P-MTAB-99920	UCL Genomics	E12.5 3.4 V	sequencing assay	ERX4377242	UCLGNS1237-3-3-4V_S9_L002_R2_001.fastq.gz	UCLGNS1237-3-3-4V_S9_L002_R2_001.fastq.gz	ERR4436725	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR443/005/ERR4436725/ERR4436725_2.fastq.gz	embryonic day 12.5	optic fissure margins
E12.5 3.4 V	ERS4932194	SAMEA7171750	Mus musculus	C57BL/6	not available	wild type genotype	3.4	embryonic day 12.5	eye primordium	optic fissure margins	organism part	P-MTAB-99917	P-MTAB-99918	P-MTAB-99919	E12.5 3.4 V	RNA	PAIRED	PolyA	TRANSCRIPTOMIC	not applicable	RNA-Seq	130	75	P-MTAB-99920	UCL Genomics	E12.5 3.4 V	sequencing assay	ERX4377242	UCLGNS1237-3-3-4V_S9_L003_R1_001.fastq.gz	UCLGNS1237-3-3-4V_S9_L003_R1_001.fastq.gz	ERR4436726	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR443/006/ERR4436726/ERR4436726_1.fastq.gz	embryonic day 12.5	optic fissure margins
E12.5 3.4 V	ERS4932194	SAMEA7171750	Mus musculus	C57BL/6	not available	wild type genotype	3.4	embryonic day 12.5	eye primordium	optic fissure margins	organism part	P-MTAB-99917	P-MTAB-99918	P-MTAB-99919	E12.5 3.4 V	RNA	PAIRED	PolyA	TRANSCRIPTOMIC	not applicable	RNA-Seq	130	75	P-MTAB-99920	UCL Genomics	E12.5 3.4 V	sequencing assay	ERX4377242	UCLGNS1237-3-3-4V_S9_L003_R2_001.fastq.gz	UCLGNS1237-3-3-4V_S9_L003_R2_001.fastq.gz	ERR4436726	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR443/006/ERR4436726/ERR4436726_2.fastq.gz	embryonic day 12.5	optic fissure margins
E12.5 3.4 V	ERS4932194	SAMEA7171750	Mus musculus	C57BL/6	not available	wild type genotype	3.4	embryonic day 12.5	eye primordium	optic fissure margins	organism part	P-MTAB-99917	P-MTAB-99918	P-MTAB-99919	E12.5 3.4 V	RNA	PAIRED	PolyA	TRANSCRIPTOMIC	not applicable	RNA-Seq	130	75	P-MTAB-99920	UCL Genomics	E12.5 3.4 V	sequencing assay	ERX4377242	UCLGNS1237-3-3-4V_S9_L004_R1_001.fastq.gz	UCLGNS1237-3-3-4V_S9_L004_R1_001.fastq.gz	ERR4436727	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR443/007/ERR4436727/ERR4436727_1.fastq.gz	embryonic day 12.5	optic fissure margins
E12.5 3.4 V	ERS4932194	SAMEA7171750	Mus musculus	C57BL/6	not available	wild type genotype	3.4	embryonic day 12.5	eye primordium	optic fissure margins	organism part	P-MTAB-99917	P-MTAB-99918	P-MTAB-99919	E12.5 3.4 V	RNA	PAIRED	PolyA	TRANSCRIPTOMIC	not applicable	RNA-Seq	130	75	P-MTAB-99920	UCL Genomics	E12.5 3.4 V	sequencing assay	ERX4377242	UCLGNS1237-3-3-4V_S9_L004_R2_001.fastq.gz	UCLGNS1237-3-3-4V_S9_L004_R2_001.fastq.gz	ERR4436727	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR443/007/ERR4436727/ERR4436727_2.fastq.gz	embryonic day 12.5	optic fissure margins
E12.5 4.2 D	ERS4932195	SAMEA7171751	Mus musculus	C57BL/6	not available	wild type genotype	4.2	embryonic day 12.5	eye primordium	dorsal optic cup	organism part	P-MTAB-99917	P-MTAB-99918	P-MTAB-99919	E12.5 4.2 D	RNA	PAIRED	PolyA	TRANSCRIPTOMIC	not applicable	RNA-Seq	130	75	P-MTAB-99920	UCL Genomics	E12.5 4.2 D	sequencing assay	ERX4377243	UCLGNS1237-8-4-2D_S14_L001_R1_001.fastq.gz	UCLGNS1237-8-4-2D_S14_L001_R1_001.fastq.gz	ERR4436728	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR443/008/ERR4436728/ERR4436728_1.fastq.gz	embryonic day 12.5	dorsal optic cup
E12.5 4.2 D	ERS4932195	SAMEA7171751	Mus musculus	C57BL/6	not available	wild type genotype	4.2	embryonic day 12.5	eye primordium	dorsal optic cup	organism part	P-MTAB-99917	P-MTAB-99918	P-MTAB-99919	E12.5 4.2 D	RNA	PAIRED	PolyA	TRANSCRIPTOMIC	not applicable	RNA-Seq	130	75	P-MTAB-99920	UCL Genomics	E12.5 4.2 D	sequencing assay	ERX4377243	UCLGNS1237-8-4-2D_S14_L001_R2_001.fastq.gz	UCLGNS1237-8-4-2D_S14_L001_R2_001.fastq.gz	ERR4436728	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR443/008/ERR4436728/ERR4436728_2.fastq.gz	embryonic day 12.5	dorsal optic cup
E12.5 4.2 D	ERS4932195	SAMEA7171751	Mus musculus	C57BL/6	not available	wild type genotype	4.2	embryonic day 12.5	eye primordium	dorsal optic cup	organism part	P-MTAB-99917	P-MTAB-99918	P-MTAB-99919	E12.5 4.2 D	RNA	PAIRED	PolyA	TRANSCRIPTOMIC	not applicable	RNA-Seq	130	75	P-MTAB-99920	UCL Genomics	E12.5 4.2 D	sequencing assay	ERX4377243	UCLGNS1237-8-4-2D_S14_L002_R1_001.fastq.gz	UCLGNS1237-8-4-2D_S14_L002_R1_001.fastq.gz	ERR4436729	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR443/009/ERR4436729/ERR4436729_1.fastq.gz	embryonic day 12.5	dorsal optic cup
E12.5 4.2 D	ERS4932195	SAMEA7171751	Mus musculus	C57BL/6	not available	wild type genotype	4.2	embryonic day 12.5	eye primordium	dorsal optic cup	organism part	P-MTAB-99917	P-MTAB-99918	P-MTAB-99919	E12.5 4.2 D	RNA	PAIRED	PolyA	TRANSCRIPTOMIC	not applicable	RNA-Seq	130	75	P-MTAB-99920	UCL Genomics	E12.5 4.2 D	sequencing assay	ERX4377243	UCLGNS1237-8-4-2D_S14_L002_R2_001.fastq.gz	UCLGNS1237-8-4-2D_S14_L002_R2_001.fastq.gz	ERR4436729	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR443/009/ERR4436729/ERR4436729_2.fastq.gz	embryonic day 12.5	dorsal optic cup
E12.5 4.2 D	ERS4932195	SAMEA7171751	Mus musculus	C57BL/6	not available	wild type genotype	4.2	embryonic day 12.5	eye primordium	dorsal optic cup	organism part	P-MTAB-99917	P-MTAB-99918	P-MTAB-99919	E12.5 4.2 D	RNA	PAIRED	PolyA	TRANSCRIPTOMIC	not applicable	RNA-Seq	130	75	P-MTAB-99920	UCL Genomics	E12.5 4.2 D	sequencing assay	ERX4377243	UCLGNS1237-8-4-2D_S14_L003_R1_001.fastq.gz	UCLGNS1237-8-4-2D_S14_L003_R1_001.fastq.gz	ERR4436730	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR443/000/ERR4436730/ERR4436730_1.fastq.gz	embryonic day 12.5	dorsal optic cup
E12.5 4.2 D	ERS4932195	SAMEA7171751	Mus musculus	C57BL/6	not available	wild type genotype	4.2	embryonic day 12.5	eye primordium	dorsal optic cup	organism part	P-MTAB-99917	P-MTAB-99918	P-MTAB-99919	E12.5 4.2 D	RNA	PAIRED	PolyA	TRANSCRIPTOMIC	not applicable	RNA-Seq	130	75	P-MTAB-99920	UCL Genomics	E12.5 4.2 D	sequencing assay	ERX4377243	UCLGNS1237-8-4-2D_S14_L003_R2_001.fastq.gz	UCLGNS1237-8-4-2D_S14_L003_R2_001.fastq.gz	ERR4436730	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR443/000/ERR4436730/ERR4436730_2.fastq.gz	embryonic day 12.5	dorsal optic cup
E12.5 4.2 D	ERS4932195	SAMEA7171751	Mus musculus	C57BL/6	not available	wild type genotype	4.2	embryonic day 12.5	eye primordium	dorsal optic cup	organism part	P-MTAB-99917	P-MTAB-99918	P-MTAB-99919	E12.5 4.2 D	RNA	PAIRED	PolyA	TRANSCRIPTOMIC	not applicable	RNA-Seq	130	75	P-MTAB-99920	UCL Genomics	E12.5 4.2 D	sequencing assay	ERX4377243	UCLGNS1237-8-4-2D_S14_L004_R1_001.fastq.gz	UCLGNS1237-8-4-2D_S14_L004_R1_001.fastq.gz	ERR4436731	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR443/001/ERR4436731/ERR4436731_1.fastq.gz	embryonic day 12.5	dorsal optic cup
E12.5 4.2 D	ERS4932195	SAMEA7171751	Mus musculus	C57BL/6	not available	wild type genotype	4.2	embryonic day 12.5	eye primordium	dorsal optic cup	organism part	P-MTAB-99917	P-MTAB-99918	P-MTAB-99919	E12.5 4.2 D	RNA	PAIRED	PolyA	TRANSCRIPTOMIC	not applicable	RNA-Seq	130	75	P-MTAB-99920	UCL Genomics	E12.5 4.2 D	sequencing assay	ERX4377243	UCLGNS1237-8-4-2D_S14_L004_R2_001.fastq.gz	UCLGNS1237-8-4-2D_S14_L004_R2_001.fastq.gz	ERR4436731	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR443/001/ERR4436731/ERR4436731_2.fastq.gz	embryonic day 12.5	dorsal optic cup
E12.5 4.2 V	ERS4932196	SAMEA7171752	Mus musculus	C57BL/6	not available	wild type genotype	4.2	embryonic day 12.5	eye primordium	optic fissure margins	organism part	P-MTAB-99917	P-MTAB-99918	P-MTAB-99919	E12.5 4.2 V	RNA	PAIRED	PolyA	TRANSCRIPTOMIC	not applicable	RNA-Seq	130	75	P-MTAB-99920	UCL Genomics	E12.5 4.2 V	sequencing assay	ERX4377244	UCLGNS1237-7-4-2V_S13_L001_R1_001.fastq.gz	UCLGNS1237-7-4-2V_S13_L001_R1_001.fastq.gz	ERR4436732	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR443/002/ERR4436732/ERR4436732_1.fastq.gz	embryonic day 12.5	optic fissure margins
E12.5 4.2 V	ERS4932196	SAMEA7171752	Mus musculus	C57BL/6	not available	wild type genotype	4.2	embryonic day 12.5	eye primordium	optic fissure margins	organism part	P-MTAB-99917	P-MTAB-99918	P-MTAB-99919	E12.5 4.2 V	RNA	PAIRED	PolyA	TRANSCRIPTOMIC	not applicable	RNA-Seq	130	75	P-MTAB-99920	UCL Genomics	E12.5 4.2 V	sequencing assay	ERX4377244	UCLGNS1237-7-4-2V_S13_L001_R2_001.fastq.gz	UCLGNS1237-7-4-2V_S13_L001_R2_001.fastq.gz	ERR4436732	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR443/002/ERR4436732/ERR4436732_2.fastq.gz	embryonic day 12.5	optic fissure margins
